order_id,customer_id,seller_id,product_id,order_date,order_status,quantity,price_per_unit,payment_date,payment_status,shipping_date,return_date,shipping providers,delivery_status
13621,571,22,700,22-07-2020,Completed,2,19.99,22-07-2020,Payment Successed,24-07-2020,,fedex,Delivered
13622,671,1,695,21-08-2023,Returned,4,9.99,21-08-2023,Refunded ,23-08-2023,30-08-2023,dhl,Returned 
13623,633,24,708,10-10-2023,Completed,3,39.99,10-10-2023,Payment Successed,12-10-2023,,fedex,Delivered
13624,635,25,688,17-04-2023,Completed,4,12.99,17-04-2023,Payment Successed,21-04-2023,,fedex,Delivered
13625,626,1,716,04-05-2022,Completed,4,99.99,04-05-2022,Payment Successed,06-05-2022,,fedex,Delivered
13626,585,17,682,28-07-2021,Completed,4,18.99,28-07-2021,Payment Successed,31-07-2021,,fedex,Delivered
13627,713,6,683,10-02-2023,Completed,3,89.99,10-02-2023,Payment Successed,15-02-2023,,fedex,Delivered
13628,679,21,737,11-07-2023,Returned,4,89.99,11-07-2023,Refunded ,15-07-2023,29-07-2023,dhl,Returned 
13629,695,12,659,24-06-2021,Returned,5,19.99,24-06-2021,Refunded ,26-06-2021,07-07-2021,bluedart,Returned 
13630,589,5,704,30-09-2022,Completed,2,29.99,30-09-2022,Payment Successed,01-10-2022,,fedex,Delivered
13631,576,9,721,07-07-2020,Completed,3,22.99,07-07-2020,Payment Successed,10-07-2020,,fedex,Delivered
13632,647,2,725,04-08-2022,Completed,5,49.99,04-08-2022,Payment Successed,06-08-2022,,fedex,Delivered
13633,581,20,668,10-01-2023,Completed,2,49.99,10-01-2023,Payment Successed,14-01-2023,,fedex,Delivered
13634,581,13,723,19-04-2021,Completed,3,99.99,19-04-2021,Payment Successed,20-04-2021,,fedex,Delivered
13635,738,19,711,15-12-2023,Completed,4,119.99,15-12-2023,Payment Successed,16-12-2023,,dhl,Delivered
13636,659,7,652,07-04-2023,Completed,3,34.99,07-04-2023,Payment Successed,11-04-2023,,fedex,Delivered
13637,727,5,702,02-10-2023,Completed,4,24.99,02-10-2023,Payment Successed,07-10-2023,,dhl,Delivered
13638,632,16,718,02-06-2022,Completed,5,29.99,02-06-2022,Payment Successed,03-06-2022,,fedex,Delivered
13639,631,17,731,08-03-2023,Completed,4,22.99,08-03-2023,Payment Successed,11-03-2023,,fedex,Delivered
13640,540,6,668,21-07-2023,Completed,3,49.99,21-07-2023,Payment Successed,25-07-2023,,fedex,Delivered
13641,648,7,696,02-07-2022,Completed,3,14.99,02-07-2022,Payment Successed,07-07-2022,,fedex,Delivered
13642,691,18,709,25-05-2021,Returned,4,19.99,25-05-2021,Refunded ,26-05-2021,02-06-2021,bluedart,Returned 
13643,244,21,669,15-11-2021,Completed,4,59.99,15-11-2021,Payment Successed,18-11-2021,,fedex,Delivered
13644,670,9,729,22-05-2023,Returned,3,19.99,22-05-2023,Refunded ,27-05-2023,10-06-2023,dhl,Returned 
13645,683,8,682,25-03-2023,Returned,2,18.99,25-03-2023,Refunded ,27-03-2023,09-04-2023,bluedart,Returned 
13646,653,1,715,29-04-2022,Completed,3,29.99,29-04-2022,Payment Successed,30-04-2022,,fedex,Delivered
13647,719,23,652,31-10-2022,Completed,2,34.99,31-10-2022,Payment Successed,04-11-2022,,dhl,Delivered
13648,639,24,681,03-09-2023,Completed,2,9.99,03-09-2023,Payment Successed,07-09-2023,,fedex,Delivered
13649,685,16,718,16-09-2021,Returned,3,29.99,16-09-2021,Refunded ,20-09-2021,01-10-2021,bluedart,Returned 
13650,601,21,685,14-06-2023,Completed,4,39.99,14-06-2023,Payment Successed,15-06-2023,,fedex,Delivered
13651,677,3,690,06-03-2021,Returned,2,9.99,06-03-2021,Refunded ,08-03-2021,21-03-2021,dhl,Returned 
13652,630,1,691,20-07-2023,Completed,2,29.99,20-07-2023,Payment Successed,21-07-2023,,fedex,Delivered
13653,601,9,685,28-09-2021,Completed,1,39.99,28-09-2021,Payment Successed,03-10-2021,,fedex,Delivered
13654,740,13,679,26-09-2023,Completed,4,79.99,26-09-2023,Payment Successed,29-09-2023,,dhl,Delivered
13655,567,25,732,13-04-2021,Completed,3,29.99,13-04-2021,Payment Successed,16-04-2021,,fedex,Delivered
13656,602,4,713,12-06-2022,Completed,3,39.99,12-06-2022,Payment Successed,13-06-2022,,fedex,Delivered
13657,588,22,694,08-12-2021,Completed,3,12.99,08-12-2021,Payment Successed,10-12-2021,,fedex,Delivered
13658,606,23,689,23-04-2023,Completed,4,19.99,23-04-2023,Payment Successed,25-04-2023,,fedex,Delivered
13659,634,22,691,27-06-2023,Completed,3,29.99,27-06-2023,Payment Successed,01-07-2023,,fedex,Delivered
13660,745,12,729,22-06-2021,Completed,3,19.99,22-06-2021,Payment Successed,26-06-2021,,dhl,Delivered
13661,727,4,712,21-09-2023,Completed,4,79.99,21-09-2023,Payment Successed,26-09-2023,,dhl,Delivered
13662,668,16,670,08-09-2021,Completed,2,34.99,08-09-2021,Payment Successed,09-09-2021,,fedex,Delivered
13663,636,6,688,27-09-2020,Completed,2,12.99,27-09-2020,Payment Successed,02-10-2020,,fedex,Delivered
13664,626,25,703,10-05-2023,Completed,4,14.99,10-05-2023,Payment Successed,13-05-2023,,fedex,Delivered
13665,567,9,701,10-01-2024,Completed,2,34.99,10-01-2024,Payment Successed,14-01-2024,,fedex,Delivered
13666,666,1,661,16-06-2022,Completed,5,29.99,16-06-2022,Payment Successed,20-06-2022,,fedex,Delivered
13667,495,22,719,25-08-2022,Completed,4,299.99,25-08-2022,Payment Successed,27-08-2022,,fedex,Delivered
13668,541,9,685,01-04-2023,Completed,4,39.99,01-04-2023,Payment Successed,02-04-2023,,fedex,Delivered
13669,590,6,664,15-07-2022,Completed,4,129.99,15-07-2022,Payment Successed,17-07-2022,,fedex,Delivered
13670,687,10,731,20-08-2021,Returned,7,22.99,20-08-2021,Refunded ,23-08-2021,04-09-2021,bluedart,Returned 
13671,496,5,659,01-12-2022,Completed,3,19.99,01-12-2022,Payment Successed,03-12-2022,,fedex,Delivered
13672,548,13,717,07-05-2022,Completed,4,79.99,07-05-2022,Payment Successed,10-05-2022,,fedex,Delivered
13673,631,4,669,27-12-2021,Completed,3,59.99,27-12-2021,Payment Successed,01-01-2022,,fedex,Delivered
13674,645,14,724,03-09-2022,Cancelled,3,19.99,03-09-2022,Payment Failed,,,,
13675,563,4,732,13-11-2023,Completed,4,29.99,13-11-2023,Payment Successed,14-11-2023,,fedex,Delivered
13676,603,4,703,11-05-2022,Completed,4,14.99,11-05-2022,Payment Successed,16-05-2022,,fedex,Delivered
13677,741,5,681,27-05-2020,Completed,4,9.99,27-05-2020,Payment Successed,01-06-2020,,dhl,Delivered
13678,542,25,731,06-09-2022,Completed,2,22.99,06-09-2022,Payment Successed,09-09-2022,,fedex,Delivered
13679,655,11,671,16-08-2021,Completed,2,22.99,16-08-2021,Payment Successed,19-08-2021,,fedex,Delivered
13680,691,9,679,09-09-2023,Returned,3,79.99,09-09-2023,Refunded ,11-09-2023,24-09-2023,bluedart,Returned 
13681,655,10,679,03-03-2021,Completed,4,79.99,03-03-2021,Payment Successed,08-03-2021,,fedex,Delivered
13682,689,1,676,12-05-2021,Returned,2,99.99,12-05-2021,Refunded ,16-05-2021,26-05-2021,bluedart,Returned 
13683,587,21,702,21-05-2022,Completed,7,24.99,21-05-2022,Payment Successed,23-05-2022,,fedex,Delivered
13684,603,2,718,15-06-2023,Completed,2,29.99,15-06-2023,Payment Successed,18-06-2023,,fedex,Delivered
13685,502,20,733,27-11-2020,Completed,7,39.99,27-11-2020,Payment Successed,01-12-2020,,fedex,Delivered
13686,578,13,730,10-06-2021,Completed,2,29.99,10-06-2021,Payment Successed,11-06-2021,,fedex,Delivered
13687,600,13,709,11-11-2021,Completed,3,19.99,11-11-2021,Payment Successed,12-11-2021,,fedex,Delivered
13688,572,12,724,23-04-2023,Completed,4,19.99,23-04-2023,Payment Successed,24-04-2023,,fedex,Delivered
13689,647,22,702,09-04-2022,Completed,4,24.99,09-04-2022,Payment Successed,14-04-2022,,fedex,Delivered
13690,570,8,678,20-09-2023,Completed,3,54.99,20-09-2023,Payment Successed,25-09-2023,,fedex,Delivered
13691,579,3,688,01-02-2023,Completed,2,12.99,01-02-2023,Payment Successed,04-02-2023,,fedex,Delivered
13692,588,3,656,13-04-2023,Completed,4,34.99,13-04-2023,Payment Successed,17-04-2023,,fedex,Delivered
13693,543,5,735,15-05-2022,Completed,1,59.99,15-05-2022,Payment Successed,18-05-2022,,fedex,Delivered
13694,692,14,709,01-08-2021,Returned,4,19.99,01-08-2021,Refunded ,04-08-2021,17-08-2021,bluedart,Returned 
13695,644,22,682,27-03-2021,Cancelled,1,18.99,27-03-2021,Payment Failed,,,,
13696,692,9,732,18-07-2021,Returned,2,29.99,18-07-2021,Refunded ,19-07-2021,30-07-2021,bluedart,Returned 
13697,639,6,700,03-03-2022,Completed,4,19.99,03-03-2022,Payment Successed,05-03-2022,,fedex,Delivered
13698,713,2,659,15-07-2022,Completed,4,19.99,15-07-2022,Payment Successed,17-07-2022,,fedex,Delivered
13699,727,23,739,30-11-2020,Completed,2,99.99,30-11-2020,Payment Successed,01-12-2020,,dhl,Delivered
13700,542,1,657,02-03-2022,Completed,2,18.99,02-03-2022,Payment Successed,03-03-2022,,fedex,Delivered
13701,614,16,680,12-04-2023,Completed,3,24.99,12-04-2023,Payment Successed,13-04-2023,,fedex,Delivered
13702,675,2,665,19-06-2022,Returned,4,19.99,19-06-2022,Refunded ,24-06-2022,02-07-2022,dhl,Returned 
13703,598,14,713,06-09-2021,Completed,4,39.99,06-09-2021,Payment Successed,11-09-2021,,fedex,Delivered
13704,578,17,696,18-05-2023,Completed,4,14.99,18-05-2023,Payment Successed,21-05-2023,,fedex,Delivered
13705,567,24,696,19-11-2020,Completed,2,14.99,19-11-2020,Payment Successed,24-11-2020,,fedex,Delivered
13706,663,9,695,02-08-2023,Completed,1,9.99,02-08-2023,Payment Successed,05-08-2023,,fedex,Delivered
13707,633,15,667,26-09-2023,Completed,4,14.99,26-09-2023,Payment Successed,27-09-2023,,fedex,Delivered
13708,712,14,653,29-08-2023,Completed,3,59.99,29-08-2023,Payment Successed,31-08-2023,,fedex,Delivered
13709,719,14,665,04-02-2021,Completed,4,19.99,04-02-2021,Payment Successed,07-02-2021,,dhl,Delivered
13710,541,2,687,08-06-2023,Completed,3,14.99,08-06-2023,Payment Successed,11-06-2023,,fedex,Delivered
13711,676,11,718,08-08-2022,Returned,4,29.99,08-08-2022,Refunded ,09-08-2022,20-08-2022,dhl,Returned 
13712,740,5,721,18-04-2022,Completed,3,22.99,18-04-2022,Payment Successed,20-04-2022,,dhl,Delivered
13713,510,20,680,17-01-2023,Completed,2,24.99,17-01-2023,Payment Successed,18-01-2023,,fedex,Delivered
13714,594,3,691,13-06-2021,Completed,2,29.99,13-06-2021,Payment Successed,14-06-2021,,fedex,Delivered
13715,282,13,668,16-05-2023,Completed,3,49.99,16-05-2023,Payment Successed,20-05-2023,,fedex,Delivered
13716,725,16,699,28-07-2022,Completed,2,39.99,28-07-2022,Payment Successed,30-07-2022,,dhl,Delivered
13717,219,21,738,17-06-2023,Completed,3,22.99,17-06-2023,Payment Successed,22-06-2023,,fedex,Delivered
13718,630,14,653,04-03-2021,Completed,4,59.99,04-03-2021,Payment Successed,07-03-2021,,fedex,Delivered
13719,125,14,650,01-07-2022,Inprogress,6,19.99,01-07-2022,Payment Successed,06-07-2022,,bluedart,Shipped
13720,701,3,711,25-03-2023,Completed,4,119.99,25-03-2023,Payment Successed,29-03-2023,,fedex,Delivered
13721,338,19,715,08-01-2024,Completed,4,29.99,08-01-2024,Payment Successed,09-01-2024,,fedex,Delivered
13722,543,3,706,18-07-2022,Completed,5,64.99,18-07-2022,Payment Successed,20-07-2022,,fedex,Delivered
13723,718,16,735,10-01-2024,Completed,3,59.99,10-01-2024,Payment Successed,15-01-2024,,dhl,Delivered
13724,692,9,728,10-04-2022,Returned,4,24.99,10-04-2022,Refunded ,12-04-2022,22-04-2022,bluedart,Returned 
13725,731,9,683,25-03-2023,Completed,4,89.99,25-03-2023,Payment Successed,27-03-2023,,dhl,Delivered
13726,676,7,702,05-03-2023,Returned,2,24.99,05-03-2023,Refunded ,09-03-2023,23-03-2023,dhl,Returned 
13727,500,4,701,27-12-2022,Completed,4,34.99,27-12-2022,Payment Successed,01-01-2023,,fedex,Delivered
13728,560,6,677,14-07-2021,Completed,3,29.99,14-07-2021,Payment Successed,19-07-2021,,fedex,Delivered
13729,749,21,723,04-03-2023,Completed,4,99.99,04-03-2023,Payment Successed,07-03-2023,,dhl,Delivered
13730,584,2,713,09-09-2023,Completed,3,39.99,09-09-2023,Payment Successed,13-09-2023,,fedex,Delivered
13731,572,23,672,19-05-2023,Completed,3,39.99,19-05-2023,Payment Successed,22-05-2023,,fedex,Delivered
13732,618,24,708,11-09-2023,Completed,5,39.99,11-09-2023,Payment Successed,13-09-2023,,fedex,Delivered
13733,670,15,665,18-12-2022,Returned,2,19.99,18-12-2022,Refunded ,22-12-2022,29-12-2022,dhl,Returned 
13734,732,11,739,05-08-2023,Completed,4,99.99,05-08-2023,Payment Successed,08-08-2023,,dhl,Delivered
13735,673,20,691,05-03-2021,Returned,3,29.99,05-03-2021,Refunded ,07-03-2021,15-03-2021,dhl,Returned 
13736,557,2,666,09-03-2021,Completed,3,9.99,09-03-2021,Payment Successed,14-03-2021,,fedex,Delivered
13737,647,11,680,17-07-2023,Completed,2,24.99,17-07-2023,Payment Successed,18-07-2023,,fedex,Delivered
13738,689,18,720,10-03-2023,Returned,2,89.99,10-03-2023,Refunded ,12-03-2023,21-03-2023,bluedart,Returned 
13739,296,12,723,26-12-2023,Completed,4,99.99,26-12-2023,Payment Successed,28-12-2023,,fedex,Delivered
13740,708,5,726,17-03-2023,Completed,4,79.99,17-03-2023,Payment Successed,21-03-2023,,fedex,Delivered
13741,682,15,735,25-06-2022,Returned,4,59.99,25-06-2022,Refunded ,29-06-2022,07-07-2022,bluedart,Returned 
13742,578,6,657,28-09-2022,Completed,2,18.99,28-09-2022,Payment Successed,01-10-2022,,fedex,Delivered
13743,634,17,722,09-05-2020,Completed,7,69.99,09-05-2020,Payment Successed,14-05-2020,,fedex,Delivered
13744,627,22,713,21-03-2023,Completed,2,39.99,21-03-2023,Payment Successed,23-03-2023,,fedex,Delivered
13745,215,1,701,01-02-2020,Completed,3,34.99,01-02-2020,Payment Successed,04-02-2020,,fedex,Delivered
13746,591,23,709,24-07-2023,Completed,4,19.99,24-07-2023,Payment Successed,29-07-2023,,fedex,Delivered
13747,717,22,680,03-04-2022,Completed,4,24.99,03-04-2022,Payment Successed,04-04-2022,,dhl,Delivered
13748,638,5,733,08-04-2022,Completed,6,39.99,08-04-2022,Payment Successed,10-04-2022,,fedex,Delivered
13749,736,16,661,06-05-2023,Completed,6,29.99,06-05-2023,Payment Successed,07-05-2023,,dhl,Delivered
13750,736,20,688,02-03-2022,Completed,3,12.99,02-03-2022,Payment Successed,06-03-2022,,dhl,Delivered
13751,655,7,698,15-04-2023,Completed,2,22.99,15-04-2023,Payment Successed,17-04-2023,,fedex,Delivered
13752,676,15,730,22-03-2022,Returned,5,29.99,22-03-2022,Refunded ,27-03-2022,10-04-2022,dhl,Returned 
13753,721,17,706,03-08-2023,Completed,2,64.99,03-08-2023,Payment Successed,04-08-2023,,dhl,Delivered
13754,615,12,723,07-03-2023,Completed,2,99.99,07-03-2023,Payment Successed,09-03-2023,,fedex,Delivered
13755,415,24,728,23-12-2022,Completed,3,24.99,23-12-2022,Payment Successed,27-12-2022,,fedex,Delivered
13756,693,18,653,01-08-2021,Returned,2,59.99,01-08-2021,Refunded ,02-08-2021,11-08-2021,bluedart,Returned 
13757,562,9,690,23-04-2020,Completed,2,9.99,23-04-2020,Payment Successed,27-04-2020,,fedex,Delivered
13758,696,22,664,16-05-2022,Returned,2,129.99,16-05-2022,Refunded ,17-05-2022,31-05-2022,bluedart,Returned 
13759,630,8,740,18-05-2023,Completed,2,49.99,18-05-2023,Payment Successed,23-05-2023,,fedex,Delivered
13760,678,8,723,06-03-2022,Returned,3,99.99,06-03-2022,Refunded ,07-03-2022,19-03-2022,dhl,Returned 
13761,631,12,679,12-03-2022,Completed,4,79.99,12-03-2022,Payment Successed,15-03-2022,,fedex,Delivered
13762,711,20,678,09-04-2021,Completed,4,54.99,09-04-2021,Payment Successed,12-04-2021,,fedex,Delivered
13763,574,14,705,26-09-2022,Completed,4,18.99,26-09-2022,Payment Successed,28-09-2022,,fedex,Delivered
13764,663,8,659,04-04-2022,Completed,3,19.99,04-04-2022,Payment Successed,08-04-2022,,fedex,Delivered
13765,593,5,706,03-02-2022,Completed,2,64.99,03-02-2022,Payment Successed,04-02-2022,,fedex,Delivered
13766,664,3,695,28-05-2022,Completed,4,9.99,28-05-2022,Payment Successed,30-05-2022,,fedex,Delivered
13767,608,1,705,27-03-2020,Completed,4,18.99,27-03-2020,Payment Successed,01-04-2020,,fedex,Delivered
13768,720,18,735,21-07-2023,Completed,2,59.99,21-07-2023,Payment Successed,22-07-2023,,dhl,Delivered
13769,149,21,666,28-03-2021,Inprogress,3,9.99,28-03-2021,Payment Successed,30-03-2021,,bluedart,Shipped
13770,730,8,684,20-08-2022,Completed,2,129.99,20-08-2022,Payment Successed,21-08-2022,,dhl,Delivered
13771,643,1,657,02-07-2023,Cancelled,4,18.99,02-07-2023,Payment Failed,,,,
13772,733,12,679,20-07-2021,Completed,2,79.99,20-07-2021,Payment Successed,24-07-2021,,dhl,Delivered
13773,615,21,729,18-07-2020,Completed,2,19.99,18-07-2020,Payment Successed,23-07-2020,,fedex,Delivered
13774,706,11,713,16-07-2022,Completed,3,39.99,16-07-2022,Payment Successed,19-07-2022,,fedex,Delivered
13775,405,9,686,10-09-2022,Completed,4,24.99,10-09-2022,Payment Successed,14-09-2022,,fedex,Delivered
13776,664,21,656,25-03-2023,Completed,4,34.99,25-03-2023,Payment Successed,29-03-2023,,fedex,Delivered
13777,548,3,738,22-03-2022,Completed,2,22.99,22-03-2022,Payment Successed,25-03-2022,,fedex,Delivered
13778,543,22,728,10-04-2022,Completed,2,24.99,10-04-2022,Payment Successed,14-04-2022,,fedex,Delivered
13779,615,18,733,29-10-2023,Completed,2,39.99,29-10-2023,Payment Successed,31-10-2023,,fedex,Delivered
13780,546,13,720,28-05-2022,Completed,4,89.99,28-05-2022,Payment Successed,31-05-2022,,fedex,Delivered
13781,690,7,731,05-11-2021,Returned,4,22.99,05-11-2021,Refunded ,07-11-2021,19-11-2021,bluedart,Returned 
13782,614,24,653,17-07-2022,Completed,3,59.99,17-07-2022,Payment Successed,21-07-2022,,fedex,Delivered
13783,370,23,717,14-06-2023,Completed,3,79.99,14-06-2023,Payment Successed,16-06-2023,,fedex,Delivered
13784,728,4,705,06-08-2021,Completed,2,18.99,06-08-2021,Payment Successed,11-08-2021,,dhl,Delivered
13785,737,21,691,20-11-2022,Completed,2,29.99,20-11-2022,Payment Successed,25-11-2022,,dhl,Delivered
13786,673,2,720,29-08-2022,Returned,3,89.99,29-08-2022,Refunded ,02-09-2022,15-09-2022,dhl,Returned 
13787,644,16,719,03-06-2022,Cancelled,2,299.99,03-06-2022,Payment Failed,,,,
13788,587,10,675,13-04-2021,Completed,3,34.99,13-04-2021,Payment Successed,15-04-2021,,fedex,Delivered
13789,615,13,678,24-11-2023,Completed,4,54.99,24-11-2023,Payment Successed,26-11-2023,,fedex,Delivered
13790,632,18,739,03-09-2021,Completed,3,99.99,03-09-2021,Payment Successed,06-09-2021,,fedex,Delivered
13791,585,1,701,17-10-2023,Completed,2,34.99,17-10-2023,Payment Successed,19-10-2023,,fedex,Delivered
13792,663,11,700,02-06-2021,Completed,4,19.99,02-06-2021,Payment Successed,03-06-2021,,fedex,Delivered
13793,703,12,686,31-03-2023,Completed,4,24.99,31-03-2023,Payment Successed,05-04-2023,,fedex,Delivered
13794,598,9,653,09-08-2023,Completed,4,59.99,09-08-2023,Payment Successed,13-08-2023,,fedex,Delivered
13795,732,5,716,14-01-2021,Completed,6,99.99,14-01-2021,Payment Successed,19-01-2021,,dhl,Delivered
13796,612,22,715,05-09-2023,Completed,4,29.99,05-09-2023,Payment Successed,09-09-2023,,fedex,Delivered
13797,327,6,734,06-02-2021,Completed,3,34.99,06-02-2021,Payment Successed,09-02-2021,,fedex,Delivered
13798,567,25,689,19-07-2023,Completed,2,19.99,19-07-2023,Payment Successed,22-07-2023,,fedex,Delivered
13799,491,17,689,12-07-2021,Completed,2,19.99,12-07-2021,Payment Successed,17-07-2021,,fedex,Delivered
13800,574,23,682,28-07-2021,Completed,3,18.99,28-07-2021,Payment Successed,02-08-2021,,fedex,Delivered
13801,664,3,724,13-01-2024,Completed,3,19.99,13-01-2024,Payment Successed,15-01-2024,,fedex,Delivered
13802,563,6,685,12-08-2022,Completed,3,39.99,12-08-2022,Payment Successed,15-08-2022,,fedex,Delivered
13803,623,24,721,01-11-2020,Completed,2,22.99,01-11-2020,Payment Successed,05-11-2020,,fedex,Delivered
13804,665,3,657,08-05-2023,Completed,2,18.99,08-05-2023,Payment Successed,10-05-2023,,fedex,Delivered
13805,610,25,701,25-09-2022,Completed,4,34.99,25-09-2022,Payment Successed,28-09-2022,,fedex,Delivered
13806,710,4,651,17-03-2022,Completed,4,9.99,17-03-2022,Payment Successed,21-03-2022,,fedex,Delivered
13807,274,22,652,22-12-2020,Completed,4,34.99,22-12-2020,Payment Successed,23-12-2020,,fedex,Delivered
13808,612,24,715,13-06-2022,Completed,2,29.99,13-06-2022,Payment Successed,14-06-2022,,fedex,Delivered
13809,621,17,662,04-04-2020,Completed,3,15.99,04-04-2020,Payment Successed,06-04-2020,,fedex,Delivered
13810,699,7,673,12-05-2023,Completed,3,89.99,12-05-2023,Payment Successed,15-05-2023,,fedex,Delivered
13811,631,16,707,10-06-2021,Completed,4,22.99,10-06-2021,Payment Successed,11-06-2021,,fedex,Delivered
13812,736,24,685,28-05-2023,Completed,3,39.99,28-05-2023,Payment Successed,01-06-2023,,dhl,Delivered
13813,732,2,692,13-08-2021,Completed,2,129.99,13-08-2021,Payment Successed,14-08-2021,,dhl,Delivered
13814,635,13,693,28-03-2023,Completed,2,99.99,28-03-2023,Payment Successed,30-03-2023,,fedex,Delivered
13815,621,6,655,20-04-2021,Completed,2,22.99,20-04-2021,Payment Successed,23-04-2021,,fedex,Delivered
13816,558,19,695,30-04-2022,Completed,2,9.99,30-04-2022,Payment Successed,02-05-2022,,fedex,Delivered
13817,617,18,740,29-11-2022,Completed,2,49.99,29-11-2022,Payment Successed,30-11-2022,,fedex,Delivered
13818,595,5,663,13-03-2021,Completed,1,12.99,13-03-2021,Payment Successed,16-03-2021,,fedex,Delivered
13819,544,16,654,02-06-2020,Completed,2,119.99,02-06-2020,Payment Successed,04-06-2020,,fedex,Delivered
13820,690,17,706,15-03-2023,Returned,3,64.99,15-03-2023,Refunded ,19-03-2023,28-03-2023,bluedart,Returned 
13821,645,19,735,10-08-2023,Cancelled,4,59.99,10-08-2023,Payment Failed,,,,
13822,737,3,735,23-07-2021,Completed,3,59.99,23-07-2021,Payment Successed,28-07-2021,,dhl,Delivered
13823,694,11,721,17-09-2020,Returned,4,22.99,17-09-2020,Refunded ,22-09-2020,04-10-2020,bluedart,Returned 
13824,544,14,704,22-09-2021,Completed,3,29.99,22-09-2021,Payment Successed,27-09-2021,,fedex,Delivered
13825,399,10,700,06-07-2021,Completed,2,19.99,06-07-2021,Payment Successed,09-07-2021,,fedex,Delivered
13826,641,19,694,21-03-2023,Cancelled,4,12.99,21-03-2023,Payment Failed,,,,
13827,636,16,679,28-11-2022,Completed,3,79.99,28-11-2022,Payment Successed,30-11-2022,,fedex,Delivered
13828,666,19,681,01-08-2022,Completed,3,9.99,01-08-2022,Payment Successed,02-08-2022,,fedex,Delivered
13829,602,11,717,15-03-2020,Completed,4,79.99,15-03-2020,Payment Successed,19-03-2020,,fedex,Delivered
13830,663,22,713,18-06-2023,Completed,4,39.99,18-06-2023,Payment Successed,19-06-2023,,fedex,Delivered
13831,702,21,739,18-01-2024,Completed,4,99.99,18-01-2024,Payment Successed,21-01-2024,,fedex,Delivered
13832,592,14,664,13-07-2021,Completed,4,129.99,13-07-2021,Payment Successed,14-07-2021,,fedex,Delivered
13833,548,17,683,24-09-2023,Completed,2,89.99,24-09-2023,Payment Successed,25-09-2023,,fedex,Delivered
13834,668,23,666,14-04-2021,Completed,2,9.99,14-04-2021,Payment Successed,18-04-2021,,fedex,Delivered
13835,698,22,668,21-08-2022,Returned,4,49.99,21-08-2022,Refunded ,24-08-2022,05-09-2022,bluedart,Returned 
13836,575,24,738,20-09-2022,Completed,6,22.99,20-09-2022,Payment Successed,25-09-2022,,fedex,Delivered
13837,592,13,675,26-06-2020,Completed,3,34.99,26-06-2020,Payment Successed,27-06-2020,,fedex,Delivered
13838,721,18,681,01-06-2022,Completed,3,9.99,01-06-2022,Payment Successed,05-06-2022,,dhl,Delivered
13839,583,9,698,20-02-2022,Completed,4,22.99,20-02-2022,Payment Successed,25-02-2022,,fedex,Delivered
13840,608,22,699,12-08-2021,Completed,2,39.99,12-08-2021,Payment Successed,15-08-2021,,fedex,Delivered
13841,559,2,650,18-05-2021,Completed,2,19.99,18-05-2021,Payment Successed,23-05-2021,,fedex,Delivered
13842,709,14,668,04-06-2023,Completed,2,49.99,04-06-2023,Payment Successed,06-06-2023,,fedex,Delivered
13843,546,2,657,15-08-2022,Completed,2,18.99,15-08-2022,Payment Successed,16-08-2022,,fedex,Delivered
13844,642,2,691,09-08-2023,Cancelled,4,29.99,09-08-2023,Payment Failed,,,,
13845,687,17,690,23-03-2022,Returned,2,9.99,23-03-2022,Refunded ,25-03-2022,02-04-2022,bluedart,Returned 
13846,614,20,697,15-04-2022,Completed,2,29.99,15-04-2022,Payment Successed,20-04-2022,,fedex,Delivered
13847,563,22,726,21-01-2022,Completed,2,79.99,21-01-2022,Payment Successed,26-01-2022,,fedex,Delivered
13848,696,3,706,25-05-2022,Returned,4,64.99,25-05-2022,Refunded ,28-05-2022,04-06-2022,bluedart,Returned 
13849,712,23,719,28-09-2021,Completed,3,299.99,28-09-2021,Payment Successed,03-10-2021,,fedex,Delivered
13850,733,1,674,10-03-2023,Completed,2,49.99,10-03-2023,Payment Successed,14-03-2023,,dhl,Delivered
13851,602,10,670,13-07-2020,Completed,4,34.99,13-07-2020,Payment Successed,16-07-2020,,fedex,Delivered
13852,671,19,708,15-09-2022,Returned,3,39.99,15-09-2022,Refunded ,19-09-2022,03-10-2022,dhl,Returned 
13853,609,4,682,04-02-2020,Completed,4,18.99,04-02-2020,Payment Successed,07-02-2020,,fedex,Delivered
13854,584,18,681,07-04-2023,Completed,3,9.99,07-04-2023,Payment Successed,09-04-2023,,fedex,Delivered
13855,582,15,677,21-03-2023,Completed,6,29.99,21-03-2023,Payment Successed,23-03-2023,,fedex,Delivered
13856,658,1,655,02-05-2023,Completed,4,22.99,02-05-2023,Payment Successed,07-05-2023,,fedex,Delivered
13857,140,23,733,08-06-2022,Inprogress,4,39.99,08-06-2022,Payment Successed,10-06-2022,,bluedart,Shipped
13858,706,3,689,05-08-2022,Completed,5,19.99,05-08-2022,Payment Successed,09-08-2022,,fedex,Delivered
13859,595,7,727,08-08-2022,Completed,2,14.99,08-08-2022,Payment Successed,09-08-2022,,fedex,Delivered
13860,563,3,685,19-03-2021,Completed,4,39.99,19-03-2021,Payment Successed,20-03-2021,,fedex,Delivered
13861,557,23,707,20-07-2021,Completed,3,22.99,20-07-2021,Payment Successed,22-07-2021,,fedex,Delivered
13862,747,22,651,28-03-2021,Completed,2,9.99,28-03-2021,Payment Successed,01-04-2021,,dhl,Delivered
